request-id,request-method,request-path,request-query,request-payload,response-status,response-content-type,response-payload,response-oops,pre-handle-timestamp,post-handle-timestamp,"after-completion-timestamp"
"2bbf66f5-c3a8-cb24-9a68-9a76d18575b2",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,283565941098600,283565944748800,283565946659400
"f4448e80-7a40-478b-bae2-66609183e015",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,283566003710700,283566009079800,283566011003100
"ed55d8a5-03de-8181-7a29-5b509f099dd8",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,283566050271700,283566056501800,283566058672300
"acd0640f-3148-35b8-9d3c-0c882e16a0f5",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,283566096840000,283566102165700,283566104045100
"d2d68699-2512-8833-b664-532a76e90a78",GET,/images/logo.png,,,200,image/png,,,283566125835000,283566129360800,283566130646000
"45732dd0-4127-d7db-f5b1-0fb0d3c43c63",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,283566154852200,283566158009200,283566158928500
"8085249a-03ce-580e-9e14-712936b3d86b",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,283566203410200,283566218511600,283566222541900
"c8454b29-ca9a-a441-c38f-3480413401ac",GET,"/auditor/audit-record/create",codeAuditId=1008,,500,text/html;charset=utf-8,"availableBanners=430%2C431%2C432%2C433%2C434%2C437%2C438%2C439%2C440%2C441%2C442%2C443%2C444%2C445%2C446%2C447%2C448%2C449%2C450%2C451%2C452%2C453%2C454%2C455%2C456%2C457%2C458%2C459%2C460%2C461%2C462%2C463%2C464%2C465%2C466%2C467%2C468&nAvailableBanners=37&bannerToDisplay=437","Access is not authorised",283566253193100,283566345346900,283568589083200
"f00eb055-593b-38e9-1d62-95c7a3d769fc",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,283568676734800,283568679944900,283568680858100
"7a898e68-40b6-cdeb-187f-ee5725637018",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,283568707631400,283568710566500,283568711676400
"f27d314e-983b-6365-324d-53a122ba398e",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,283568736992800,283568740634000,283568742098500
"4bea19f0-cb57-8ad9-f511-0e636e64ec47",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,283568769928900,283568772540100,283568773299700
"99bc0352-77d6-5b15-e399-3c077fe58a7e",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,283568799336700,283568803233600,283568804478800
"83d32566-719e-8769-207e-b1aef421e406",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,283568830790100,283568833799400,283568834919800
"9f37a48a-2701-91ec-09c7-0e7e4dbd8b82",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,283568862618900,283568865588600,283568866793800
"c412fcad-5f3a-e112-2b45-affa3b5f5305",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,283568893477400,283568895705700,283568896522800
"a776bad8-57bc-1ca2-874b-bc80f6ed4ad7",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,283568925845700,283568928819500,283568930060400
"a855d981-4880-42b3-7845-5208273b3ede",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,283568957484200,283568960756900,283568961949000
"d01d8400-db6e-6a06-6775-625a60986062",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,283568987262200,283568990665400,283568991750300
"b31152fb-4642-1b00-f995-6a43db3be947",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,283569017737600,283569021106800,283569022344100
"b3882f98-66fe-fcdc-d306-c622556316ee",GET,/images/logo.png,,,200,image/png,,,283569049135600,283569051213100,283569052300100
"ae9b64e6-b137-dfd4-bb4d-f48ee1c2c221",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"availableBanners=430%2C431%2C432%2C433%2C434%2C437%2C438%2C439%2C440%2C441%2C442%2C443%2C444%2C445%2C446%2C447%2C448%2C449%2C450%2C451%2C452%2C453%2C454%2C455%2C456%2C457%2C458%2C459%2C460%2C461%2C462%2C463%2C464%2C465%2C466%2C467%2C468&password=&nAvailableBanners=37&remember=false&bannerToDisplay=451&username=",,283569079489000,283569099232200,283573540498800
"973c80fe-1568-eed1-20b9-e837b98f4a87",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,283573629481600,283573632964800,283573634255800
"5b2e6e57-2a0f-d55c-de3d-7beae2c6fb9e",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,283573659486500,283573661662500,283573662578100
"ab0a3072-d975-2ae9-96e9-b3015fe0c6e2",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,283573692657000,283573695803300,283573696815600
"e4bb7eff-2490-b07b-0cd4-ea2804987b44",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,283573723229700,283573735440300,283573736331500
"50387218-e72e-4c05-8cd4-e7955b7fc3b8",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,283573769552800,283573773612900,283573774738300
"df551134-e673-3ff7-c029-3e763e47d19f",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,283573799814400,283573801913900,283573802841500
"e1ac413b-91b8-1013-67d6-7ca4c2bd3e32",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,283573832931200,283573835598500,283573836349000
"db141da9-ef8c-697d-3a9d-e1910cb6c123",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,283573864887300,283573868008200,283573869204700
"f8f785cc-bb1c-0d15-5a91-55b87ed11174",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,283573896840600,283573900284900,283573901700500
"94412996-12f9-87ac-d976-27d26df4e943",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,283573927212000,283573930323100,283573931463700
"e4f2da58-f5ee-76e6-1f95-df606aba3237",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,283573958314000,283573961943300,283573962996100
"995d0298-afc6-d9c0-58ab-a3effc6b526e",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,283573988755700,283573990678300,283573991408500
"2bea1cc0-d2d8-72aa-3d9f-f509545358f6",GET,/images/logo.png,,,200,image/png,,,283574019632100,283574022633600,283574023744500
"44ee7b49-0e35-cc6a-063a-a05ecceeecf1",POST,"/anonymous/system/sign-in",,"id=&password=auditor11&remember=false&username=auditor11&version=",302,,,,283574052426100,283574067274900,283574068156800
"ec60e5bc-9639-0cc0-a29d-326af215ee27",GET,/,,,302,,,,283574096356300,283574111118000,283574112941000
"56d6358c-a7bf-5281-b9f7-3cf7fabaa97a",GET,/any/system/welcome,,,200,text/html;charset=utf-8,"availableBanners=430%2C431%2C432%2C433%2C434%2C437%2C438%2C439%2C440%2C441%2C442%2C443%2C444%2C445%2C446%2C447%2C448%2C449%2C450%2C451%2C452%2C453%2C454%2C455%2C456%2C457%2C458%2C459%2C460%2C461%2C462%2C463%2C464%2C465%2C466%2C467%2C468&nAvailableBanners=37&bannerToDisplay=452",,283574143058500,283574158778400,283575078839500
"6754b33b-258f-e9ad-90ba-708b99048ba3",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,283575127285900,283575130444800,283575131444700
"665b7ad2-fe9f-60fc-6e53-efa95cf3e273",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,283575159551100,283575163909000,283575165106200
"ae9b3a1c-f45e-00c0-7fd0-5a911cfcbc50",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,283575189799800,283575193718300,283575195076700
"c8d792d3-fbe3-338c-e9c7-8a8cbca38510",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,283575220443800,283575223922900,283575224918700
"53bc67a2-6f97-54ce-6242-de394530bb97",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,283575254361200,283575259904600,283575261569500
"29e90017-fe44-4b32-414e-36a4262a9a91",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,283575294928500,283575297624300,283575298484500
"f00bb0d7-76f2-6520-8044-cb7607b5db0f",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,283575325766400,283575329008100,283575330008400
"27ace9f9-0624-b411-0555-1532f77d792f",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,283575358363400,283575361842200,283575362992900
"4a2e5818-580e-8ee4-9b1b-d610a48d1aa0",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,283575390118600,283575393461200,283575394560700
"acb2c57c-a2a6-f176-39d9-f0a17e2e58e5",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,283575420962100,283575423913900,283575425050500
"107e4f6d-2018-77a8-38a6-a72b22a7b882",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,283575452509200,283575455276200,283575456232800
"18428085-2e4d-a9d5-324f-b70dff39715e",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,283575483079200,283575485332700,283575486242400
"eebea3a2-6fec-dfbc-f2f3-7164ba349f36",GET,/images/logo.png,,,200,image/png,,,283575513912400,283575516283800,283575517065100
"eadf5bcf-5bfd-c36e-f017-9c7f15611e8d",GET,"/auditor/audit-record/create",codeAuditId=333,,500,text/html;charset=utf-8,"availableBanners=430%2C431%2C432%2C433%2C434%2C437%2C438%2C439%2C440%2C441%2C442%2C443%2C444%2C445%2C446%2C447%2C448%2C449%2C450%2C451%2C452%2C453%2C454%2C455%2C456%2C457%2C458%2C459%2C460%2C461%2C462%2C463%2C464%2C465%2C466%2C467%2C468&nAvailableBanners=37&bannerToDisplay=447","Access is not authorised",283575544332700,283575595738100,283576677603900
"4bf237f9-61a1-305f-3278-3119510810d0",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,283576729665600,283576732772300,283576733793600
"4c30950e-43d0-5228-06d4-33c2f1e5d24f",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,283576760117100,283576763396200,283576764536100
"18136ff3-313c-2ef4-e30c-6fe362bfd081",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,283576790499800,283576792666800,283576793392900
"4b351333-67ed-c97a-7546-91d771366595",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,283576823642200,283576827109200,283576828344800
"8077a181-bcf6-c92e-dd2e-9fda46ae5f26",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,283576853730400,283576856679500,283576857663500
"44236862-182a-7630-fec9-5d0f9631fab6",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,283576885771300,283576889015000,283576889969000
"79619a40-f4ed-982e-ad3e-2d56e8d5b055",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,283576916048400,283576918863700,283576919851300
"33b4f4e9-704d-b276-7862-49e5559e00cb",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,283576949848500,283576954471000,283576955773800
"937a0d2e-08f6-8c2b-fc60-ff8fc2b37cbe",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,283576978175200,283576992730200,283576993973000
"79b12a15-db8f-419b-2299-31fc443b2f3e",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,283577025242000,283577027998200,283577029160400
"d6beb9dd-75c1-5367-f2fb-c1f54272b1de",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,283577055824900,283577057750100,283577058469100
"427fe8c9-3d44-b332-289f-41485082e5c4",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,283577086597500,283577089884100,283577090803100
"bf04ad64-ce29-b523-1ca0-5bac32656ea7",GET,/images/logo.png,,,200,image/png,,,283577118690100,283577121606200,283577122556200
"417d27c7-1b52-757c-00bf-925b56a755e9",GET,"/auditor/audit-record/create",codeAuditId=375,,500,text/html;charset=utf-8,"availableBanners=430%2C431%2C432%2C433%2C434%2C437%2C438%2C439%2C440%2C441%2C442%2C443%2C444%2C445%2C446%2C447%2C448%2C449%2C450%2C451%2C452%2C453%2C454%2C455%2C456%2C457%2C458%2C459%2C460%2C461%2C462%2C463%2C464%2C465%2C466%2C467%2C468&nAvailableBanners=37&bannerToDisplay=446","Access is not authorised",283577148847700,283577228216000,283578310290900
"45b70c42-43b7-8843-cee6-4b8f9d06d382",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,283578355904800,283578358133700,283578359052900
"2aa3d06b-b789-52a1-06ec-f050f20017bc",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,283578387371200,283578390195600,283578391193100
"361d75c3-d530-f458-3ae3-45f7f8807ccf",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,283578419824600,283578422182100,283578422936200
"e5b6f1c2-6e93-0d15-ce1a-52ea33aa7d16",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,283578450060600,283578452900200,283578453699100
"ec5bd57d-50ea-ff40-7495-0cb0d0834a4e",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,283578481677700,283578485339500,283578486424600
"4d9ac1c8-0754-1b77-accc-0bc223bd2599",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,283578512663300,283578515582000,283578516584000
"7b60f325-eadc-98a9-5d31-50fd64d3301e",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,283578545310500,283578548117800,283578549020300
"9138af10-e474-585b-657c-7aff7bae7a0f",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,283578576326900,283578578861700,283578580003100
"5f59c4f7-f256-40b5-5f4a-dbf0f4b18bfd",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,283578607949200,283578611193700,283578612227200
"c392e401-511a-9f63-bacf-982f600f8abb",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,283578638525600,283578642134800,283578643545600
"2e3c6b7a-576c-f866-faba-fac1769af2e0",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,283578670333900,283578673446900,283578674130000
"1c734672-5818-59e8-4cc5-66262b2884d2",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,283578702101400,283578703918000,283578704641500
"294383fc-f325-7dfe-0052-deb9e6bd7195",GET,/images/logo.png,,,200,image/png,,,283578734397300,283578736979300,283578737664900
"ea69b925-6ca5-e22f-bacc-6cea5afa0013",GET,/,"debug=true&language=en",,302,,,,283593841766100,283593865523400,283593867110000
"0ee789e6-9cd3-c673-c1de-e11db2d6da18",GET,/any/system/welcome,,,200,text/html;charset=utf-8,"availableBanners=430%2C431%2C432%2C433%2C434%2C437%2C438%2C439%2C440%2C441%2C442%2C443%2C444%2C445%2C446%2C447%2C448%2C449%2C450%2C451%2C452%2C453%2C454%2C455%2C456%2C457%2C458%2C459%2C460%2C461%2C462%2C463%2C464%2C465%2C466%2C467%2C468&nAvailableBanners=37&bannerToDisplay=449",,283593890037400,283593906504000,283594884661200
"c0e0b5b9-77e0-5d46-cc41-eb74caabb966",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,283594929737700,283594932551000,283594933268900
"d9e1657e-4c25-c1ec-f11c-0e27b9a11aa8",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,283594976017500,283594981635900,283594982781600
"67b0b626-bd00-bab1-5fca-ccdc233440aa",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,283595009743300,283595012483200,283595013334800
"474f94a3-69b5-dbdc-8aeb-62b09858dba1",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,283595042009900,283595045953000,283595046841900
"17cf08c9-c01d-2541-39db-bb239033e11f",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,283595073587200,283595076693700,283595077301900
"0d51458a-1c8b-39e9-ba82-0047f9949186",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,283595113395000,283595120058400,283595121108600
"6080f0a5-1795-32a4-5905-ba999d49b60a",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,283595150620800,283595154299800,283595155172200
"8e4ce0f2-a9c4-9e2e-382d-83ca2e739044",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,283595180607600,283595183200400,283595184040100
"2bbf66f5-c3a8-cb24-9a68-9a76d18575b2",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,283595217420400,283595221997100,283595225790800
"f4448e80-7a40-478b-bae2-66609183e015",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,283595245397600,283595247941300,283595248782600
"ed55d8a5-03de-8181-7a29-5b509f099dd8",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,283595274732800,283595277270200,283595277942100
"acd0640f-3148-35b8-9d3c-0c882e16a0f5",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,283595311312400,283595316850300,283595317906500
"d2d68699-2512-8833-b664-532a76e90a78",GET,/images/logo.png,,,200,image/png,,,283595349805300,283595354369300,283595355307800
"45732dd0-4127-d7db-f5b1-0fb0d3c43c63",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-solid-900.woff2",,,200,application/font-woff2,,,283595383571100,283595385340400,283595385828200
"8085249a-03ce-580e-9e14-712936b3d86b",GET,"/libraries/fontawesome/5.2.0/webfonts/fa-brands-400.woff2",,,200,application/font-woff2,,,283595414430300,283595417108500,283595420425700
"c8454b29-ca9a-a441-c38f-3480413401ac",GET,"/auditor/audit-record/delete",id=381,,500,text/html;charset=utf-8,"availableBanners=430%2C431%2C432%2C433%2C434%2C437%2C438%2C439%2C440%2C441%2C442%2C443%2C444%2C445%2C446%2C447%2C448%2C449%2C450%2C451%2C452%2C453%2C454%2C455%2C456%2C457%2C458%2C459%2C460%2C461%2C462%2C463%2C464%2C465%2C466%2C467%2C468&nAvailableBanners=37&bannerToDisplay=437","Access is not authorised",283595462071100,283595534630000,283596467411300
"f00eb055-593b-38e9-1d62-95c7a3d769fc",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,283596523283000,283596526245700,283596527132400
"7a898e68-40b6-cdeb-187f-ee5725637018",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,283596550372900,283596552083300,283596553558200
"f27d314e-983b-6365-324d-53a122ba398e",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,283596585619900,283596589256000,283596590371400
"4bea19f0-cb57-8ad9-f511-0e636e64ec47",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,283596615041500,283596617839600,283596618556700
"99bc0352-77d6-5b15-e399-3c077fe58a7e",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,283596644342100,283596646641300,283596647188500
"83d32566-719e-8769-207e-b1aef421e406",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,283596675155800,283596677539100,283596678254900
"9f37a48a-2701-91ec-09c7-0e7e4dbd8b82",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,283596715932200,283596724462100,283596725719000
"c412fcad-5f3a-e112-2b45-affa3b5f5305",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,283596756821700,283596761433100,283596762529100
"a776bad8-57bc-1ca2-874b-bc80f6ed4ad7",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,283596786208500,283596791446600,283596792864200
"a855d981-4880-42b3-7845-5208273b3ede",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,283596817945400,283596821040600,283596821706300
"d01d8400-db6e-6a06-6775-625a60986062",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,283596848962100,283596852501100,283596853391900
"b31152fb-4642-1b00-f995-6a43db3be947",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,283596879111300,283596882025200,283596882811100
"b3882f98-66fe-fcdc-d306-c622556316ee",GET,/images/logo.png,,,200,image/png,,,283596909850600,283596911544600,283596911997500
"ae9b64e6-b137-dfd4-bb4d-f48ee1c2c221",GET,/images/favicon.ico,,,200,image/x-icon,,,283596942312600,283596970456000,283596971415900
"fca5eeb0-bc57-8c37-25e3-e6d58411ed77",GET,"/anonymous/system/sign-in",,,200,text/html;charset=utf-8,"availableBanners=430%2C431%2C432%2C433%2C434%2C437%2C438%2C439%2C440%2C441%2C442%2C443%2C444%2C445%2C446%2C447%2C448%2C449%2C450%2C451%2C452%2C453%2C454%2C455%2C456%2C457%2C458%2C459%2C460%2C461%2C462%2C463%2C464%2C465%2C466%2C467%2C468&password=&nAvailableBanners=37&remember=false&bannerToDisplay=458&username=",,283597001913900,283597013122600,283597989636100
"5b2e6e57-2a0f-d55c-de3d-7beae2c6fb9e",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,283598027586300,283598030120700,283598030753100
"ab0a3072-d975-2ae9-96e9-b3015fe0c6e2",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,283598059629300,283598061728900,283598062308000
"e4bb7eff-2490-b07b-0cd4-ea2804987b44",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,283598091145300,283598093133600,283598093584200
"50387218-e72e-4c05-8cd4-e7955b7fc3b8",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,283598121465900,283598125924300,283598127070500
"df551134-e673-3ff7-c029-3e763e47d19f",GET,"/libraries/jquery/3.3.1/js/jquery.min.js",,,200,application/javascript,,,283598173274200,283598176904600,283598177821700
"e1ac413b-91b8-1013-67d6-7ca4c2bd3e32",GET,"/libraries/popper.js/1.14.4/js/popper.min.js",,,200,application/javascript,,,283598209849100,283598214486900,283598215836500
"db141da9-ef8c-697d-3a9d-e1910cb6c123",GET,"/libraries/bootstrap/4.1.3/js/bootstrap.min.js",,,200,application/javascript,,,283598245270200,283598248374900,283598249186500
"f8f785cc-bb1c-0d15-5a91-55b87ed11174",GET,"/libraries/datatables/1.10.18/js/jquery.datatables.min.js",,,200,application/javascript,,,283598276509900,283598279162600,283598280007300
"94412996-12f9-87ac-d976-27d26df4e943",GET,"/libraries/datatables/1.10.18/js/datatables.min.js",,,200,application/javascript,,,283598318327800,283598322342100,283598323182900
"e4f2da58-f5ee-76e6-1f95-df606aba3237",GET,"/libraries/areyousure/1.9.0/js/areyousure.min.js",,,200,application/javascript,,,283598353131400,283598356158600,283598356841500
"995d0298-afc6-d9c0-58ab-a3effc6b526e",GET,"/libraries/acme/css/acme.css",,,200,text/css,,,283598384442000,283598386577100,283598387200200
"2bea1cc0-d2d8-72aa-3d9f-f509545358f6",GET,"/libraries/acme/js/acme.js",,,200,application/javascript,,,283598416484700,283598419578600,283598420510500
"44ee7b49-0e35-cc6a-063a-a05ecceeecf1",GET,/images/logo.png,,,200,image/png,,,283598463242700,283598467212300,283598468266900
"ec60e5bc-9639-0cc0-a29d-326af215ee27",POST,"/anonymous/system/sign-in",,"id=&password=auditor11&remember=false&username=auditor11&version=",302,,,,283598490929900,283598500121100,283598501056300
"5a59249f-e83b-a5c8-4fa9-f1577090491c",GET,/,,,302,,,,283598521515500,283598531859700,283598532719400
"3f77d093-8e28-07a0-b657-62463c27a5b0",GET,/any/system/welcome,,,200,text/html;charset=utf-8,"availableBanners=430%2C431%2C432%2C433%2C434%2C437%2C438%2C439%2C440%2C441%2C442%2C443%2C444%2C445%2C446%2C447%2C448%2C449%2C450%2C451%2C452%2C453%2C454%2C455%2C456%2C457%2C458%2C459%2C460%2C461%2C462%2C463%2C464%2C465%2C466%2C467%2C468&nAvailableBanners=37&bannerToDisplay=457",,283598552882000,283598567645600,283599424957100
"665b7ad2-fe9f-60fc-6e53-efa95cf3e273",GET,"/libraries/fontawesome/5.2.0/css/all.min.css",,,200,text/css,,,283599468152900,283599472080800,283599473444900
"ae9b3a1c-f45e-00c0-7fd0-5a911cfcbc50",GET,"/libraries/bootstrap/4.1.3/css/bootstrap.min.css",,,200,text/css,,,283599498949600,283599502516600,283599503523000
"c8d792d3-fbe3-338c-e9c7-8a8cbca38510",GET,"/libraries/datatables/1.10.18/css/datatables.min.css",,,200,text/css,,,283599529674900,283599532313700,283599533089700
"53bc67a2-6f97-54ce-6242-de394530bb97",GET,"/libraries/chart.js/2.7.2/js/chart.bundle.min.js",,,200,application/javascript,,,283599560835800,283599565228100,283599566160200
